filter:Site,population,population_order,population_color,date,participant_count
Clinical Site 05,Screened,1,#a6bddb,2015-10-20,22
Clinical Site 05,Screened,1,#a6bddb,2015-10-21,22
Clinical Site 05,Screened,1,#a6bddb,2015-10-22,23
Clinical Site 05,Screened,1,#a6bddb,2015-10-23,23
Clinical Site 05,Screened,1,#a6bddb,2015-10-24,23
Clinical Site 05,Screened,1,#a6bddb,2015-10-25,23
Clinical Site 05,Screened,1,#a6bddb,2015-10-26,24
Clinical Site 05,Screened,1,#a6bddb,2015-10-27,24
Clinical Site 05,Screened,1,#a6bddb,2015-10-28,24
Clinical Site 05,Screened,1,#a6bddb,2015-10-29,25
Clinical Site 05,Screened,1,#a6bddb,2015-10-30,25
Clinical Site 05,Screened,1,#a6bddb,2015-10-31,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-01,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-02,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-03,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-04,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-05,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-06,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-07,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-08,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-09,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-10,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-11,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-12,25
Clinical Site 05,Screened,1,#a6bddb,2015-11-13,26
Clinical Site 05,Screened,1,#a6bddb,2015-11-14,26
Clinical Site 05,Screened,1,#a6bddb,2015-11-15,26
Clinical Site 05,Screened,1,#a6bddb,2015-11-16,26
Clinical Site 05,Screened,1,#a6bddb,2015-11-17,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-18,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-19,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-20,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-21,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-22,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-23,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-24,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-25,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-26,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-27,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-28,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-29,27
Clinical Site 05,Screened,1,#a6bddb,2015-11-30,27
Clinical Site 05,Screened,1,#a6bddb,2015-12-01,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-02,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-03,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-04,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-05,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-06,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-07,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-08,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-09,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-10,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-11,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-12,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-13,28
Clinical Site 05,Screened,1,#a6bddb,2015-12-14,29
Clinical Site 05,Screened,1,#a6bddb,2015-12-15,29
Clinical Site 05,Screened,1,#a6bddb,2015-12-16,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-17,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-18,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-19,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-20,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-21,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-22,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-23,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-24,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-25,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-26,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-27,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-28,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-29,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-30,30
Clinical Site 05,Screened,1,#a6bddb,2015-12-31,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-01,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-02,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-03,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-04,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-05,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-06,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-07,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-08,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-09,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-10,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-11,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-12,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-13,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-14,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-15,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-16,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-17,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-18,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-19,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-20,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-21,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-22,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-23,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-24,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-25,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-26,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-27,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-28,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-29,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-30,30
Clinical Site 05,Screened,1,#a6bddb,2016-01-31,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-01,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-02,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-03,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-04,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-05,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-06,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-07,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-08,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-09,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-10,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-11,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-12,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-13,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-14,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-15,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-16,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-17,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-18,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-19,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-20,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-21,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-22,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-23,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-24,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-25,30
Clinical Site 05,Screened,1,#a6bddb,2016-02-26,30
Clinical Site 05,Randomized,2,#3690c0,2015-01-05,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-06,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-07,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-08,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-09,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-10,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-11,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-12,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-13,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-14,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-15,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-16,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-17,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-18,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-19,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-20,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-21,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-22,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-23,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-24,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-25,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-26,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-27,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-28,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-29,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-30,0
Clinical Site 05,Randomized,2,#3690c0,2015-01-31,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-01,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-02,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-03,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-04,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-05,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-06,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-07,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-08,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-09,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-10,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-11,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-12,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-13,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-14,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-15,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-16,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-17,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-18,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-19,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-20,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-21,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-22,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-23,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-24,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-25,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-26,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-27,0
Clinical Site 05,Randomized,2,#3690c0,2015-02-28,0
Clinical Site 05,Randomized,2,#3690c0,2015-03-01,0
Clinical Site 05,Randomized,2,#3690c0,2015-03-02,0
Clinical Site 05,Randomized,2,#3690c0,2015-03-03,0
Clinical Site 05,Randomized,2,#3690c0,2015-03-04,0
Clinical Site 05,Randomized,2,#3690c0,2015-03-05,0
Clinical Site 05,Randomized,2,#3690c0,2015-03-06,0
Clinical Site 05,Randomized,2,#3690c0,2015-03-07,1
Clinical Site 05,Randomized,2,#3690c0,2015-03-08,1
Clinical Site 05,Randomized,2,#3690c0,2015-03-09,1
Clinical Site 05,Randomized,2,#3690c0,2015-03-10,1
Clinical Site 05,Randomized,2,#3690c0,2015-03-11,1
Clinical Site 05,Randomized,2,#3690c0,2015-03-12,1
Clinical Site 05,Randomized,2,#3690c0,2015-03-13,2
Clinical Site 05,Randomized,2,#3690c0,2015-03-14,3
Clinical Site 05,Randomized,2,#3690c0,2015-03-15,3
Clinical Site 05,Randomized,2,#3690c0,2015-03-16,3
Clinical Site 05,Randomized,2,#3690c0,2015-03-17,3
Clinical Site 05,Randomized,2,#3690c0,2015-03-18,3
Clinical Site 05,Randomized,2,#3690c0,2015-03-19,3
Clinical Site 05,Randomized,2,#3690c0,2015-03-20,3
Clinical Site 05,Randomized,2,#3690c0,2015-03-21,3
Clinical Site 05,Randomized,2,#3690c0,2015-03-22,3
Clinical Site 05,Randomized,2,#3690c0,2015-03-23,4
Clinical Site 05,Randomized,2,#3690c0,2015-03-24,4
Clinical Site 05,Randomized,2,#3690c0,2015-03-25,4
Clinical Site 05,Randomized,2,#3690c0,2015-03-26,4
Clinical Site 05,Randomized,2,#3690c0,2015-03-27,4
Clinical Site 05,Randomized,2,#3690c0,2015-03-28,4
Clinical Site 05,Randomized,2,#3690c0,2015-03-29,4
Clinical Site 05,Randomized,2,#3690c0,2015-03-30,4
Clinical Site 05,Randomized,2,#3690c0,2015-03-31,4
Clinical Site 05,Randomized,2,#3690c0,2015-04-01,4
Clinical Site 05,Randomized,2,#3690c0,2015-04-02,4
Clinical Site 05,Randomized,2,#3690c0,2015-04-03,4
Clinical Site 05,Randomized,2,#3690c0,2015-04-04,4
Clinical Site 05,Randomized,2,#3690c0,2015-04-05,5
Clinical Site 05,Randomized,2,#3690c0,2015-04-06,5
Clinical Site 05,Randomized,2,#3690c0,2015-04-07,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-08,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-09,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-10,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-11,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-12,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-13,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-14,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-15,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-16,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-17,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-18,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-19,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-20,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-21,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-22,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-23,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-24,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-25,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-26,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-27,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-28,6
Clinical Site 05,Randomized,2,#3690c0,2015-04-29,7
Clinical Site 05,Randomized,2,#3690c0,2015-04-30,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-01,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-02,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-03,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-04,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-05,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-06,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-07,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-08,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-09,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-10,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-11,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-12,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-13,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-14,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-15,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-16,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-17,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-18,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-19,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-20,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-21,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-22,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-23,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-24,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-25,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-26,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-27,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-28,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-29,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-30,7
Clinical Site 05,Randomized,2,#3690c0,2015-05-31,7
Clinical Site 05,Randomized,2,#3690c0,2015-06-01,8
Clinical Site 05,Randomized,2,#3690c0,2015-06-02,8
Clinical Site 05,Randomized,2,#3690c0,2015-06-03,8
Clinical Site 05,Randomized,2,#3690c0,2015-06-04,8
Clinical Site 05,Randomized,2,#3690c0,2015-06-05,9
Clinical Site 05,Randomized,2,#3690c0,2015-06-06,9
Clinical Site 05,Randomized,2,#3690c0,2015-06-07,9
Clinical Site 05,Randomized,2,#3690c0,2015-06-08,9
Clinical Site 05,Randomized,2,#3690c0,2015-06-09,9
Clinical Site 05,Randomized,2,#3690c0,2015-06-10,9
Clinical Site 05,Randomized,2,#3690c0,2015-06-11,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-12,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-13,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-14,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-15,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-16,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-17,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-18,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-19,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-20,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-21,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-22,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-23,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-24,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-25,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-26,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-27,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-28,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-29,10
Clinical Site 05,Randomized,2,#3690c0,2015-06-30,10
Clinical Site 05,Randomized,2,#3690c0,2015-07-01,10
Clinical Site 05,Randomized,2,#3690c0,2015-07-02,10
Clinical Site 05,Randomized,2,#3690c0,2015-07-03,10
Clinical Site 05,Randomized,2,#3690c0,2015-07-04,10
Clinical Site 05,Randomized,2,#3690c0,2015-07-05,10
Clinical Site 05,Randomized,2,#3690c0,2015-07-06,11
Clinical Site 05,Randomized,2,#3690c0,2015-07-07,11
Clinical Site 05,Randomized,2,#3690c0,2015-07-08,11
Clinical Site 05,Randomized,2,#3690c0,2015-07-09,11
Clinical Site 05,Randomized,2,#3690c0,2015-07-10,11
Clinical Site 05,Randomized,2,#3690c0,2015-07-11,11
Clinical Site 05,Randomized,2,#3690c0,2015-07-12,11
Clinical Site 05,Randomized,2,#3690c0,2015-07-13,11
Clinical Site 05,Randomized,2,#3690c0,2015-07-14,11
Clinical Site 05,Randomized,2,#3690c0,2015-07-15,11
Clinical Site 05,Randomized,2,#3690c0,2015-07-16,12
Clinical Site 05,Randomized,2,#3690c0,2015-07-17,12
Clinical Site 05,Randomized,2,#3690c0,2015-07-18,12
Clinical Site 05,Randomized,2,#3690c0,2015-07-19,12
Clinical Site 05,Randomized,2,#3690c0,2015-07-20,12
Clinical Site 05,Randomized,2,#3690c0,2015-07-21,12
Clinical Site 05,Randomized,2,#3690c0,2015-07-22,12
Clinical Site 05,Randomized,2,#3690c0,2015-07-23,12
Clinical Site 05,Randomized,2,#3690c0,2015-07-24,12
Clinical Site 05,Randomized,2,#3690c0,2015-07-25,13
Clinical Site 05,Randomized,2,#3690c0,2015-07-26,13
Clinical Site 05,Randomized,2,#3690c0,2015-07-27,13
Clinical Site 05,Randomized,2,#3690c0,2015-07-28,13
Clinical Site 05,Randomized,2,#3690c0,2015-07-29,13
Clinical Site 05,Randomized,2,#3690c0,2015-07-30,13
Clinical Site 05,Randomized,2,#3690c0,2015-07-31,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-01,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-02,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-03,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-04,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-05,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-06,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-07,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-08,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-09,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-10,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-11,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-12,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-13,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-14,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-15,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-16,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-17,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-18,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-19,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-20,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-21,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-22,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-23,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-24,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-25,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-26,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-27,13
Clinical Site 05,Randomized,2,#3690c0,2015-08-28,14
Clinical Site 05,Randomized,2,#3690c0,2015-08-29,14
Clinical Site 05,Randomized,2,#3690c0,2015-08-30,14
Clinical Site 05,Randomized,2,#3690c0,2015-08-31,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-01,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-02,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-03,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-04,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-05,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-06,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-07,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-08,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-09,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-10,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-11,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-12,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-13,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-14,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-15,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-16,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-17,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-18,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-19,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-20,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-21,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-22,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-23,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-24,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-25,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-26,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-27,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-28,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-29,14
Clinical Site 05,Randomized,2,#3690c0,2015-09-30,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-01,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-02,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-03,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-04,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-05,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-06,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-07,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-08,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-09,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-10,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-11,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-12,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-13,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-14,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-15,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-16,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-17,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-18,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-19,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-20,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-21,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-22,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-23,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-24,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-25,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-26,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-27,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-28,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-29,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-30,14
Clinical Site 05,Randomized,2,#3690c0,2015-10-31,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-01,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-02,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-03,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-04,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-05,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-06,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-07,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-08,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-09,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-10,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-11,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-12,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-13,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-14,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-15,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-16,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-17,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-18,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-19,14
Clinical Site 05,Randomized,2,#3690c0,2015-11-20,14
