site,population,population_order,population_color,date,participant_count
Clinical Site 04,Target,3,#034e7b,2015-06-29,14.5378151260504
Clinical Site 04,Target,3,#034e7b,2015-06-30,14.6218487394958
Clinical Site 04,Target,3,#034e7b,2015-07-01,14.7058823529412
Clinical Site 04,Target,3,#034e7b,2015-07-02,14.7899159663866
Clinical Site 04,Target,3,#034e7b,2015-07-03,14.8739495798319
Clinical Site 04,Target,3,#034e7b,2015-07-04,14.9579831932773
Clinical Site 04,Target,3,#034e7b,2015-07-05,15.0420168067227
Clinical Site 04,Target,3,#034e7b,2015-07-06,15.1260504201681
Clinical Site 04,Target,3,#034e7b,2015-07-07,15.2100840336134
Clinical Site 04,Target,3,#034e7b,2015-07-08,15.2941176470588
Clinical Site 04,Target,3,#034e7b,2015-07-09,15.3781512605042
Clinical Site 04,Target,3,#034e7b,2015-07-10,15.4621848739496
Clinical Site 04,Target,3,#034e7b,2015-07-11,15.546218487395
Clinical Site 04,Target,3,#034e7b,2015-07-12,15.6302521008403
Clinical Site 04,Target,3,#034e7b,2015-07-13,15.7142857142857
Clinical Site 04,Target,3,#034e7b,2015-07-14,15.7983193277311
Clinical Site 04,Target,3,#034e7b,2015-07-15,15.8823529411765
Clinical Site 04,Target,3,#034e7b,2015-07-16,15.9663865546219
Clinical Site 04,Target,3,#034e7b,2015-07-17,16.0504201680672
Clinical Site 04,Target,3,#034e7b,2015-07-18,16.1344537815126
Clinical Site 04,Target,3,#034e7b,2015-07-19,16.218487394958
Clinical Site 04,Target,3,#034e7b,2015-07-20,16.3025210084034
Clinical Site 04,Target,3,#034e7b,2015-07-21,16.3865546218487
Clinical Site 04,Target,3,#034e7b,2015-07-22,16.4705882352941
Clinical Site 04,Target,3,#034e7b,2015-07-23,16.5546218487395
Clinical Site 04,Target,3,#034e7b,2015-07-24,16.6386554621849
Clinical Site 04,Target,3,#034e7b,2015-07-25,16.7226890756303
Clinical Site 04,Target,3,#034e7b,2015-07-26,16.8067226890756
Clinical Site 04,Target,3,#034e7b,2015-07-27,16.890756302521
Clinical Site 04,Target,3,#034e7b,2015-07-28,16.9747899159664
Clinical Site 04,Target,3,#034e7b,2015-07-29,17.0588235294118
Clinical Site 04,Target,3,#034e7b,2015-07-30,17.1428571428571
Clinical Site 04,Target,3,#034e7b,2015-07-31,17.2268907563025
Clinical Site 04,Target,3,#034e7b,2015-08-01,17.3109243697479
Clinical Site 04,Target,3,#034e7b,2015-08-02,17.3949579831933
Clinical Site 04,Target,3,#034e7b,2015-08-03,17.4789915966387
Clinical Site 04,Target,3,#034e7b,2015-08-04,17.563025210084
Clinical Site 04,Target,3,#034e7b,2015-08-05,17.6470588235294
Clinical Site 04,Target,3,#034e7b,2015-08-06,17.7310924369748
Clinical Site 04,Target,3,#034e7b,2015-08-07,17.8151260504202
Clinical Site 04,Target,3,#034e7b,2015-08-08,17.8991596638655
Clinical Site 04,Target,3,#034e7b,2015-08-09,17.9831932773109
Clinical Site 04,Target,3,#034e7b,2015-08-10,18.0672268907563
Clinical Site 04,Target,3,#034e7b,2015-08-11,18.1512605042017
Clinical Site 04,Target,3,#034e7b,2015-08-12,18.2352941176471
Clinical Site 04,Target,3,#034e7b,2015-08-13,18.3193277310924
Clinical Site 04,Target,3,#034e7b,2015-08-14,18.4033613445378
Clinical Site 04,Target,3,#034e7b,2015-08-15,18.4873949579832
Clinical Site 04,Target,3,#034e7b,2015-08-16,18.5714285714286
Clinical Site 04,Target,3,#034e7b,2015-08-17,18.655462184874
Clinical Site 04,Target,3,#034e7b,2015-08-18,18.7394957983193
Clinical Site 04,Target,3,#034e7b,2015-08-19,18.8235294117647
Clinical Site 04,Target,3,#034e7b,2015-08-20,18.9075630252101
Clinical Site 04,Target,3,#034e7b,2015-08-21,18.9915966386555
Clinical Site 04,Target,3,#034e7b,2015-08-22,19.0756302521008
Clinical Site 04,Target,3,#034e7b,2015-08-23,19.1596638655462
Clinical Site 04,Target,3,#034e7b,2015-08-24,19.2436974789916
Clinical Site 04,Target,3,#034e7b,2015-08-25,19.327731092437
Clinical Site 04,Target,3,#034e7b,2015-08-26,19.4117647058824
Clinical Site 04,Target,3,#034e7b,2015-08-27,19.4957983193277
Clinical Site 04,Target,3,#034e7b,2015-08-28,19.5798319327731
Clinical Site 04,Target,3,#034e7b,2015-08-29,19.6638655462185
Clinical Site 04,Target,3,#034e7b,2015-08-30,19.7478991596639
Clinical Site 04,Target,3,#034e7b,2015-08-31,19.8319327731092
Clinical Site 04,Target,3,#034e7b,2015-09-01,19.9159663865546
Clinical Site 04,Target,3,#034e7b,2015-09-02,20
Clinical Site 04,Target,3,#034e7b,2015-09-03,20.0840336134454
Clinical Site 04,Target,3,#034e7b,2015-09-04,20.1680672268908
Clinical Site 04,Target,3,#034e7b,2015-09-05,20.2521008403361
Clinical Site 04,Target,3,#034e7b,2015-09-06,20.3361344537815
Clinical Site 04,Target,3,#034e7b,2015-09-07,20.4201680672269
Clinical Site 04,Target,3,#034e7b,2015-09-08,20.5042016806723
Clinical Site 04,Target,3,#034e7b,2015-09-09,20.5882352941177
Clinical Site 04,Target,3,#034e7b,2015-09-10,20.672268907563
Clinical Site 04,Target,3,#034e7b,2015-09-11,20.7563025210084
Clinical Site 04,Target,3,#034e7b,2015-09-12,20.8403361344538
Clinical Site 04,Target,3,#034e7b,2015-09-13,20.9243697478992
Clinical Site 04,Target,3,#034e7b,2015-09-14,21.0084033613445
Clinical Site 04,Target,3,#034e7b,2015-09-15,21.0924369747899
Clinical Site 04,Target,3,#034e7b,2015-09-16,21.1764705882353
Clinical Site 04,Target,3,#034e7b,2015-09-17,21.2605042016807
Clinical Site 04,Target,3,#034e7b,2015-09-18,21.3445378151261
Clinical Site 04,Target,3,#034e7b,2015-09-19,21.4285714285714
Clinical Site 04,Target,3,#034e7b,2015-09-20,21.5126050420168
Clinical Site 04,Target,3,#034e7b,2015-09-21,21.5966386554622
Clinical Site 04,Target,3,#034e7b,2015-09-22,21.6806722689076
Clinical Site 04,Target,3,#034e7b,2015-09-23,21.7647058823529
Clinical Site 04,Target,3,#034e7b,2015-09-24,21.8487394957983
Clinical Site 04,Target,3,#034e7b,2015-09-25,21.9327731092437
Clinical Site 04,Target,3,#034e7b,2015-09-26,22.0168067226891
Clinical Site 04,Target,3,#034e7b,2015-09-27,22.1008403361345
Clinical Site 04,Target,3,#034e7b,2015-09-28,22.1848739495798
Clinical Site 04,Target,3,#034e7b,2015-09-29,22.2689075630252
Clinical Site 04,Target,3,#034e7b,2015-09-30,22.3529411764706
Clinical Site 04,Target,3,#034e7b,2015-10-01,22.436974789916
Clinical Site 04,Target,3,#034e7b,2015-10-02,22.5210084033614
Clinical Site 04,Target,3,#034e7b,2015-10-03,22.6050420168067
Clinical Site 04,Target,3,#034e7b,2015-10-04,22.6890756302521
Clinical Site 04,Target,3,#034e7b,2015-10-05,22.7731092436975
Clinical Site 04,Target,3,#034e7b,2015-10-06,22.8571428571429
Clinical Site 04,Target,3,#034e7b,2015-10-07,22.9411764705882
Clinical Site 04,Target,3,#034e7b,2015-10-08,23.0252100840336
Clinical Site 04,Target,3,#034e7b,2015-10-09,23.109243697479
Clinical Site 04,Target,3,#034e7b,2015-10-10,23.1932773109244
Clinical Site 04,Target,3,#034e7b,2015-10-11,23.2773109243698
Clinical Site 04,Target,3,#034e7b,2015-10-12,23.3613445378151
Clinical Site 04,Target,3,#034e7b,2015-10-13,23.4453781512605
Clinical Site 04,Target,3,#034e7b,2015-10-14,23.5294117647059
Clinical Site 04,Target,3,#034e7b,2015-10-15,23.6134453781513
Clinical Site 04,Target,3,#034e7b,2015-10-16,23.6974789915966
Clinical Site 04,Target,3,#034e7b,2015-10-17,23.781512605042
Clinical Site 04,Target,3,#034e7b,2015-10-18,23.8655462184874
Clinical Site 04,Target,3,#034e7b,2015-10-19,23.9495798319328
Clinical Site 04,Target,3,#034e7b,2015-10-20,24.0336134453782
Clinical Site 04,Target,3,#034e7b,2015-10-21,24.1176470588235
Clinical Site 04,Target,3,#034e7b,2015-10-22,24.2016806722689
Clinical Site 04,Target,3,#034e7b,2015-10-23,24.2857142857143
Clinical Site 04,Target,3,#034e7b,2015-10-24,24.3697478991597
Clinical Site 04,Target,3,#034e7b,2015-10-25,24.453781512605
Clinical Site 04,Target,3,#034e7b,2015-10-26,24.5378151260504
Clinical Site 04,Target,3,#034e7b,2015-10-27,24.6218487394958
Clinical Site 04,Target,3,#034e7b,2015-10-28,24.7058823529412
Clinical Site 04,Target,3,#034e7b,2015-10-29,24.7899159663866
Clinical Site 04,Target,3,#034e7b,2015-10-30,24.8739495798319
Clinical Site 04,Target,3,#034e7b,2015-10-31,24.9579831932773
Clinical Site 04,Target,3,#034e7b,2015-11-01,25.0420168067227
Clinical Site 04,Target,3,#034e7b,2015-11-02,25.1260504201681
Clinical Site 04,Target,3,#034e7b,2015-11-03,25.2100840336135
Clinical Site 04,Target,3,#034e7b,2015-11-04,25.2941176470588
Clinical Site 04,Target,3,#034e7b,2015-11-05,25.3781512605042
Clinical Site 04,Target,3,#034e7b,2015-11-06,25.4621848739496
Clinical Site 04,Target,3,#034e7b,2015-11-07,25.546218487395
Clinical Site 04,Target,3,#034e7b,2015-11-08,25.6302521008403
Clinical Site 04,Target,3,#034e7b,2015-11-09,25.7142857142857
Clinical Site 04,Target,3,#034e7b,2015-11-10,25.7983193277311
Clinical Site 04,Target,3,#034e7b,2015-11-11,25.8823529411765
Clinical Site 04,Target,3,#034e7b,2015-11-12,25.9663865546219
Clinical Site 04,Target,3,#034e7b,2015-11-13,26.0504201680672
Clinical Site 04,Target,3,#034e7b,2015-11-14,26.1344537815126
Clinical Site 04,Target,3,#034e7b,2015-11-15,26.218487394958
Clinical Site 04,Target,3,#034e7b,2015-11-16,26.3025210084034
Clinical Site 04,Target,3,#034e7b,2015-11-17,26.3865546218487
Clinical Site 04,Target,3,#034e7b,2015-11-18,26.4705882352941
Clinical Site 04,Target,3,#034e7b,2015-11-19,26.5546218487395
Clinical Site 04,Target,3,#034e7b,2015-11-20,26.6386554621849
Clinical Site 04,Target,3,#034e7b,2015-11-21,26.7226890756303
Clinical Site 04,Target,3,#034e7b,2015-11-22,26.8067226890756
Clinical Site 04,Target,3,#034e7b,2015-11-23,26.890756302521
Clinical Site 04,Target,3,#034e7b,2015-11-24,26.9747899159664
Clinical Site 04,Target,3,#034e7b,2015-11-25,27.0588235294118
Clinical Site 04,Target,3,#034e7b,2015-11-26,27.1428571428572
Clinical Site 04,Target,3,#034e7b,2015-11-27,27.2268907563025
Clinical Site 04,Target,3,#034e7b,2015-11-28,27.3109243697479
Clinical Site 04,Target,3,#034e7b,2015-11-29,27.3949579831933
Clinical Site 04,Target,3,#034e7b,2015-11-30,27.4789915966387
Clinical Site 04,Target,3,#034e7b,2015-12-01,27.563025210084
Clinical Site 04,Target,3,#034e7b,2015-12-02,27.6470588235294
Clinical Site 04,Target,3,#034e7b,2015-12-03,27.7310924369748
Clinical Site 04,Target,3,#034e7b,2015-12-04,27.8151260504202
Clinical Site 04,Target,3,#034e7b,2015-12-05,27.8991596638656
Clinical Site 04,Target,3,#034e7b,2015-12-06,27.9831932773109
Clinical Site 04,Target,3,#034e7b,2015-12-07,28.0672268907563
Clinical Site 04,Target,3,#034e7b,2015-12-08,28.1512605042017
Clinical Site 04,Target,3,#034e7b,2015-12-09,28.2352941176471
Clinical Site 04,Target,3,#034e7b,2015-12-10,28.3193277310924
Clinical Site 04,Target,3,#034e7b,2015-12-11,28.4033613445378
Clinical Site 04,Target,3,#034e7b,2015-12-12,28.4873949579832
Clinical Site 04,Target,3,#034e7b,2015-12-13,28.5714285714286
Clinical Site 04,Target,3,#034e7b,2015-12-14,28.655462184874
Clinical Site 04,Target,3,#034e7b,2015-12-15,28.7394957983193
Clinical Site 04,Target,3,#034e7b,2015-12-16,28.8235294117647
Clinical Site 04,Target,3,#034e7b,2015-12-17,28.9075630252101
Clinical Site 04,Target,3,#034e7b,2015-12-18,28.9915966386555
Clinical Site 04,Target,3,#034e7b,2015-12-19,29.0756302521008
Clinical Site 04,Target,3,#034e7b,2015-12-20,29.1596638655462
Clinical Site 04,Target,3,#034e7b,2015-12-21,29.2436974789916
Clinical Site 04,Target,3,#034e7b,2015-12-22,29.327731092437
Clinical Site 04,Target,3,#034e7b,2015-12-23,29.4117647058824
Clinical Site 04,Target,3,#034e7b,2015-12-24,29.4957983193277
Clinical Site 04,Target,3,#034e7b,2015-12-25,29.5798319327731
Clinical Site 04,Target,3,#034e7b,2015-12-26,29.6638655462185
Clinical Site 04,Target,3,#034e7b,2015-12-27,29.7478991596639
Clinical Site 04,Target,3,#034e7b,2015-12-28,29.8319327731093
Clinical Site 04,Target,3,#034e7b,2015-12-29,29.9159663865546
Clinical Site 04,Target,3,#034e7b,2015-12-30,30
Clinical Site 04,Target,3,#034e7b,2015-12-31,30.0840336134454
Clinical Site 04,Target,3,#034e7b,2016-01-01,30.1680672268908
Clinical Site 04,Target,3,#034e7b,2016-01-02,30.2521008403361
Clinical Site 04,Target,3,#034e7b,2016-01-03,30.3361344537815
Clinical Site 04,Target,3,#034e7b,2016-01-04,30.4201680672269
Clinical Site 04,Target,3,#034e7b,2016-01-05,30.5042016806723
Clinical Site 04,Target,3,#034e7b,2016-01-06,30.5882352941177
Clinical Site 04,Target,3,#034e7b,2016-01-07,30.672268907563
Clinical Site 04,Target,3,#034e7b,2016-01-08,30.7563025210084
Clinical Site 04,Target,3,#034e7b,2016-01-09,30.8403361344538
Clinical Site 04,Target,3,#034e7b,2016-01-10,30.9243697478992
Clinical Site 04,Target,3,#034e7b,2016-01-11,31.0084033613445
Clinical Site 04,Target,3,#034e7b,2016-01-12,31.0924369747899
Clinical Site 04,Target,3,#034e7b,2016-01-13,31.1764705882353
Clinical Site 04,Target,3,#034e7b,2016-01-14,31.2605042016807
Clinical Site 04,Target,3,#034e7b,2016-01-15,31.3445378151261
Clinical Site 04,Target,3,#034e7b,2016-01-16,31.4285714285714
Clinical Site 04,Target,3,#034e7b,2016-01-17,31.5126050420168
Clinical Site 04,Target,3,#034e7b,2016-01-18,31.5966386554622
Clinical Site 04,Target,3,#034e7b,2016-01-19,31.6806722689076
Clinical Site 04,Target,3,#034e7b,2016-01-20,31.7647058823529
Clinical Site 04,Target,3,#034e7b,2016-01-21,31.8487394957983
Clinical Site 04,Target,3,#034e7b,2016-01-22,31.9327731092437
Clinical Site 04,Target,3,#034e7b,2016-01-23,32.0168067226891
Clinical Site 04,Target,3,#034e7b,2016-01-24,32.1008403361345
Clinical Site 04,Target,3,#034e7b,2016-01-25,32.1848739495798
Clinical Site 04,Target,3,#034e7b,2016-01-26,32.2689075630252
Clinical Site 04,Target,3,#034e7b,2016-01-27,32.3529411764706
Clinical Site 04,Target,3,#034e7b,2016-01-28,32.436974789916
Clinical Site 04,Target,3,#034e7b,2016-01-29,32.5210084033614
Clinical Site 04,Target,3,#034e7b,2016-01-30,32.6050420168067
Clinical Site 04,Target,3,#034e7b,2016-01-31,32.6890756302521
Clinical Site 04,Target,3,#034e7b,2016-02-01,32.7731092436975
Clinical Site 04,Target,3,#034e7b,2016-02-02,32.8571428571429
Clinical Site 04,Target,3,#034e7b,2016-02-03,32.9411764705882
Clinical Site 04,Target,3,#034e7b,2016-02-04,33.0252100840336
Clinical Site 04,Target,3,#034e7b,2016-02-05,33.109243697479
Clinical Site 04,Target,3,#034e7b,2016-02-06,33.1932773109244
Clinical Site 04,Target,3,#034e7b,2016-02-07,33.2773109243698
Clinical Site 04,Target,3,#034e7b,2016-02-08,33.3613445378151
Clinical Site 04,Target,3,#034e7b,2016-02-09,33.4453781512605
Clinical Site 04,Target,3,#034e7b,2016-02-10,33.5294117647059
Clinical Site 04,Target,3,#034e7b,2016-02-11,33.6134453781513
Clinical Site 04,Target,3,#034e7b,2016-02-12,33.6974789915966
Clinical Site 04,Target,3,#034e7b,2016-02-13,33.781512605042
Clinical Site 04,Target,3,#034e7b,2016-02-14,33.8655462184874
Clinical Site 04,Target,3,#034e7b,2016-02-15,33.9495798319328
Clinical Site 04,Target,3,#034e7b,2016-02-16,34.0336134453782
Clinical Site 04,Target,3,#034e7b,2016-02-17,34.1176470588235
Clinical Site 04,Target,3,#034e7b,2016-02-18,34.2016806722689
Clinical Site 04,Target,3,#034e7b,2016-02-19,34.2857142857143
Clinical Site 04,Target,3,#034e7b,2016-02-20,34.3697478991597
Clinical Site 04,Target,3,#034e7b,2016-02-21,34.4537815126051
Clinical Site 04,Target,3,#034e7b,2016-02-22,34.5378151260504
Clinical Site 04,Target,3,#034e7b,2016-02-23,34.6218487394958
Clinical Site 04,Target,3,#034e7b,2016-02-24,34.7058823529412
Clinical Site 05,Screened,1,#a6bddb,2015-01-05,0
Clinical Site 05,Screened,1,#a6bddb,2015-01-06,0
Clinical Site 05,Screened,1,#a6bddb,2015-01-07,0
Clinical Site 05,Screened,1,#a6bddb,2015-01-08,0
Clinical Site 05,Screened,1,#a6bddb,2015-01-09,0
Clinical Site 05,Screened,1,#a6bddb,2015-01-10,1
Clinical Site 05,Screened,1,#a6bddb,2015-01-11,2
Clinical Site 05,Screened,1,#a6bddb,2015-01-12,2
Clinical Site 05,Screened,1,#a6bddb,2015-01-13,2
Clinical Site 05,Screened,1,#a6bddb,2015-01-14,2
Clinical Site 05,Screened,1,#a6bddb,2015-01-15,2
Clinical Site 05,Screened,1,#a6bddb,2015-01-16,2
Clinical Site 05,Screened,1,#a6bddb,2015-01-17,2
Clinical Site 05,Screened,1,#a6bddb,2015-01-18,2
Clinical Site 05,Screened,1,#a6bddb,2015-01-19,2
Clinical Site 05,Screened,1,#a6bddb,2015-01-20,3
Clinical Site 05,Screened,1,#a6bddb,2015-01-21,3
Clinical Site 05,Screened,1,#a6bddb,2015-01-22,3
Clinical Site 05,Screened,1,#a6bddb,2015-01-23,3
Clinical Site 05,Screened,1,#a6bddb,2015-01-24,3
Clinical Site 05,Screened,1,#a6bddb,2015-01-25,3
Clinical Site 05,Screened,1,#a6bddb,2015-01-26,4
Clinical Site 05,Screened,1,#a6bddb,2015-01-27,4
Clinical Site 05,Screened,1,#a6bddb,2015-01-28,4
Clinical Site 05,Screened,1,#a6bddb,2015-01-29,4
Clinical Site 05,Screened,1,#a6bddb,2015-01-30,4
Clinical Site 05,Screened,1,#a6bddb,2015-01-31,4
Clinical Site 05,Screened,1,#a6bddb,2015-02-01,4
Clinical Site 05,Screened,1,#a6bddb,2015-02-02,4
Clinical Site 05,Screened,1,#a6bddb,2015-02-03,4
Clinical Site 05,Screened,1,#a6bddb,2015-02-04,5
Clinical Site 05,Screened,1,#a6bddb,2015-02-05,5
Clinical Site 05,Screened,1,#a6bddb,2015-02-06,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-07,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-08,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-09,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-10,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-11,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-12,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-13,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-14,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-15,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-16,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-17,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-18,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-19,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-20,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-21,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-22,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-23,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-24,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-25,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-26,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-27,6
Clinical Site 05,Screened,1,#a6bddb,2015-02-28,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-01,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-02,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-03,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-04,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-05,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-06,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-07,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-08,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-09,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-10,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-11,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-12,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-13,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-14,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-15,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-16,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-17,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-18,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-19,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-20,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-21,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-22,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-23,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-24,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-25,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-26,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-27,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-28,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-29,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-30,7
Clinical Site 05,Screened,1,#a6bddb,2015-03-31,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-01,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-02,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-03,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-04,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-05,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-06,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-07,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-08,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-09,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-10,7
Clinical Site 05,Screened,1,#a6bddb,2015-04-11,8
Clinical Site 05,Screened,1,#a6bddb,2015-04-12,8
Clinical Site 05,Screened,1,#a6bddb,2015-04-13,8
Clinical Site 05,Screened,1,#a6bddb,2015-04-14,8
Clinical Site 05,Screened,1,#a6bddb,2015-04-15,8
Clinical Site 05,Screened,1,#a6bddb,2015-04-16,8
Clinical Site 05,Screened,1,#a6bddb,2015-04-17,8
Clinical Site 05,Screened,1,#a6bddb,2015-04-18,9
Clinical Site 05,Screened,1,#a6bddb,2015-04-19,9
Clinical Site 05,Screened,1,#a6bddb,2015-04-20,9
Clinical Site 05,Screened,1,#a6bddb,2015-04-21,10
Clinical Site 05,Screened,1,#a6bddb,2015-04-22,10
Clinical Site 05,Screened,1,#a6bddb,2015-04-23,10
Clinical Site 05,Screened,1,#a6bddb,2015-04-24,10
Clinical Site 05,Screened,1,#a6bddb,2015-04-25,10
Clinical Site 05,Screened,1,#a6bddb,2015-04-26,10
Clinical Site 05,Screened,1,#a6bddb,2015-04-27,10
Clinical Site 05,Screened,1,#a6bddb,2015-04-28,10
Clinical Site 05,Screened,1,#a6bddb,2015-04-29,10
Clinical Site 05,Screened,1,#a6bddb,2015-04-30,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-01,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-02,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-03,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-04,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-05,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-06,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-07,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-08,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-09,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-10,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-11,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-12,10
Clinical Site 05,Screened,1,#a6bddb,2015-05-13,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-14,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-15,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-16,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-17,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-18,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-19,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-20,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-21,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-22,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-23,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-24,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-25,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-26,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-27,11
Clinical Site 05,Screened,1,#a6bddb,2015-05-28,12
Clinical Site 05,Screened,1,#a6bddb,2015-05-29,12
Clinical Site 05,Screened,1,#a6bddb,2015-05-30,12
Clinical Site 05,Screened,1,#a6bddb,2015-05-31,12
Clinical Site 05,Screened,1,#a6bddb,2015-06-01,12
Clinical Site 05,Screened,1,#a6bddb,2015-06-02,12
Clinical Site 05,Screened,1,#a6bddb,2015-06-03,12
Clinical Site 05,Screened,1,#a6bddb,2015-06-04,12
Clinical Site 05,Screened,1,#a6bddb,2015-06-05,12
Clinical Site 05,Screened,1,#a6bddb,2015-06-06,13
Clinical Site 05,Screened,1,#a6bddb,2015-06-07,13
Clinical Site 05,Screened,1,#a6bddb,2015-06-08,13
Clinical Site 05,Screened,1,#a6bddb,2015-06-09,13
Clinical Site 05,Screened,1,#a6bddb,2015-06-10,13
Clinical Site 05,Screened,1,#a6bddb,2015-06-11,13
Clinical Site 05,Screened,1,#a6bddb,2015-06-12,13
Clinical Site 05,Screened,1,#a6bddb,2015-06-13,13
Clinical Site 05,Screened,1,#a6bddb,2015-06-14,13
Clinical Site 05,Screened,1,#a6bddb,2015-06-15,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-16,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-17,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-18,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-19,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-20,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-21,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-22,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-23,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-24,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-25,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-26,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-27,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-28,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-29,14
Clinical Site 05,Screened,1,#a6bddb,2015-06-30,14
Clinical Site 05,Screened,1,#a6bddb,2015-07-01,15
Clinical Site 05,Screened,1,#a6bddb,2015-07-02,15
